hydrostatic
testname,hydrostatic
result,PASS
bpressure,18.804821850919357
sample,sss
fluidname,
fluidvalue,
mode,null
recordy,17.626520180056456
recordx,49.0
duration,1 min:16 sec
durationsecond,76
testtime,12:32:16
testdate,09/07/2022
customerid,N0048
indistry,
application,
splate,
ans,0.1433432516975639,0.2406958113984885,0.3212634470130453,0.43036545357442435,0.6687113756008216,0.863416495002669,1.0329442282749657,1.375356679636834,1.904081788357363,2.3404898146028827,2.931319142442966,3.7084611276417156,4.584634164950025,5.840146486610205,7.412893873502707,9.254200045777065,11.345601586938276,13.614923323414967,15.956420233463035,17.626520180056456,18.804821850919357
t,0.0,2.0,5.0,7.0,10.0,13.0,15.0,18.0,20.0,23.0,26.0,28.0,31.0,33.0,36.0,39.0,41.0,44.0,47.0,49.0,52.0
