hydrostatic
testname,hydrostatic
result,PASS
bpressure,15.007400625619896
sample,SAMPLE F
fluidname,
fluidvalue,
mode,null
recordy,
recordx,
duration,21 min:15 sec
durationsecond,1275
testtime,15:09:20
testdate,12/07/2022
customerid,N0048
indistry,
application,
splate,
ans,0.10070954451819603,0.10910200656137903,0.11749446860456203,0.12420843823910843,0.13427939269092803,0.14267185473411104,0.15274280918593064,0.15945677882047704,0.16784924086366004,0.17959868772411625,0.18799114976729925,0.19806210421911885,0.20813305867093845,0.21652552071412146,0.22659647516594106,0.23498893720912406,0.24673838406958026,0.25513084611276327,0.26520180056458287,0.27527275501640247,0.2836652170595855,0.2937361715114051,0.30212863355458985,0.31891355764095586,0.35080491340505127,0.3810177767605101,0.4129091325246055,0.4498359655146107,0.4750133516441597,0.5069047074082551,0.5371175707637139,0.5690089265278093,0.5992217898832681,0.6311131456473635,0.6596475165941857,0.6915388723582812,0.72175173571374,0.7502861066605622,0.780498970016021,0.8039978637369352,0.8392462043183038,0.8644235904478528,0.892957961394675,0.9231708247501338,0.9500267032883194,0.9735255970092318,1.0003814755474174,1.0389868009460592,1.0893415732051572,1.1346608682383454,1.1833371480888069,1.2269779507133585,1.2722972457465467,1.3159380483711,1.3595788509956517,1.4015411612115667,1.4435034714274817,1.48378728923476,1.522392614633402,1.5609979400320437,1.5996032654306855,1.6365300984206907,1.673456931410696,1.707026779583428,1.74059662775616,1.7724879835202554,1.8060578316929874,1.8379491874570828,1.8715190356298148,1.9017318989852736,1.9285877775234592,1.958800640878918,1.9856565194171036,2.014190890363926,2.0561532005798444,2.1098649576562156,2.1602197299153136,2.208896009765775,2.2575722896162365,2.3028915846494247,2.3498893720912495,2.3952086671244377,2.4371709773403527,2.4791332875562677,2.519417105363546,2.5597009231708245,2.5983062485694663,2.6352330815594716,2.6721599145494768,2.7057297627222088,2.7409781033035774,2.772869459067673,2.806439307240405,2.8383306630045,2.868543526359959,2.9004348821240544,2.9289692530708766,2.957503624017699,2.9843595025558844,3.0128938735027067,3.056534676127262,3.110246433203633,3.1639581902800042,3.2143129625391023,3.2646677347982003,3.311665522240025,3.35866330968185,3.4023041123064015,3.4476234073395897,3.4912642099641413,3.5332265201800563,3.5735103379873348,3.61043717097734,3.647364003967345,3.6842908369573504,3.7212176699473556,3.7547875181200876,3.7883573662928196,3.820248722056915,3.8521400778210104,3.8823529411764692,3.9108873121232914,3.9411001754787502,3.9696345464255725,3.996490424963758,4.021667811093307,4.068665598535135,4.12573434042878,4.179446097505151,4.229800869764249,4.280155642023347,4.3288319218738085,4.37750820172427,4.4211490043488215,4.46646829938201,4.508430609597925,4.548714427405203,4.588998245212482,4.627603570611123,4.664530403601129,4.701457236591134,4.735027084763866,4.766918440527961,4.800488288700693,4.832379644464789,4.864271000228884,4.894483863584343,4.923018234531165,4.951552605477987,4.9800869764248095,5.0052643625543585,5.053940642404823,5.107652399481195,5.1630426489662025,5.215075913633937,5.267109178301672,5.315785458152133,5.3644617380025945,5.409781033035783,5.453421835660334,5.497062638284886,5.537346456092164,5.577630273899443,5.616235599298085,5.65316243228809,5.690089265278095,5.725337605859464,5.758907454032196,5.790798809796291,5.82101167315175,5.852903028915845,5.879758907454031,5.908293278400853,5.936827649347675,5.962005035477224,5.987182421606773,6.014038300144959,6.059357595178151,6.1147478446631585,6.171816586556803,6.2238498512245375,6.272526131074999,6.32120241092546,6.369878690775922,6.413519493400473,6.455481803616388,6.49912260624094,6.539406424048218,6.57801174944686,6.618295567254139,6.653543907835507,6.690470740825512,6.724040588998244,6.757610437170976,6.787823300526435,6.819714656290531,6.848249027237353,6.876783398184175,6.905317769130997,6.932173647669183,6.9590295262073685,6.9842069123369175,7.00770580605783,7.053025101091022,7.110093842984666,7.163805600061037,7.214160372320135,7.26619363698787,7.313191424429695,7.3601892118715195,7.4021515220874345,7.445792324711986,7.487754634927901,7.52803845273518,7.566643778133821,7.60189211871519,7.638818951705195,7.672388799877927,7.705958648050659,7.737850003814755,7.76974135957885,7.8016327153429454,7.830167086289768,7.85870145723659,7.8855573357747755,7.912413214312961,7.93759060044251,7.964446478980696,7.987945372701608,8.009765774013884,8.053406576638439,8.11215381094072,8.165865568017091,8.219577325093463,8.268253604943924,8.318608377203022,8.36392767223621,8.407568474860762,8.451209277485313,8.491493095292592,8.533455405508507,8.572060730907149,8.607309071488517,8.642557412069886,8.676127260242618,8.70969710841535,8.741588464179445,8.771801327534904,8.800335698481726,8.832227054245822,8.859082932784007,8.88761730373083,8.911116197451742,8.936293583581291,8.963149462119476,8.984969863431752,9.008468757152665,9.05043106736858,9.1108567940795,9.166247043564509,9.216601815823607,9.268635080491341,9.317311360341803,9.362630655374991,9.40794995040818,9.449912260624094,9.49187457084001,9.530479896238651,9.569085221637293,9.604333562218661,9.63958190280003,9.673151750972762,9.70840009155413,9.740291447318226,9.768825818265048,9.799038681620507,9.825894560158693,9.852750438696878,9.877927824826427,9.903105210955976,9.928282597085525,9.951781490806438,9.973601892118714,9.997100785839626,10.015564202334629,10.06088349736782,10.121309224078738,10.176699473563746,10.22873273823148,10.279087510490578,10.329442282749676,10.374761577782865,10.420080872816053,10.462043183031968,10.502327000839246,10.540932326237888,10.577859159227893,10.616464484626535,10.651712825207904,10.683604180971999,10.715495536736094,10.745708400091553,10.777599755855649,10.804455634393834,10.832990005340656,10.858167391470205,10.883344777599754,10.906843671320667,10.933699549858853,10.957198443579765,10.977340352483404,10.99916075379568,11.017624170290683,11.061264972915238,11.121690699626155,11.177080949111163,11.229114213778898,11.279468986037996,11.328145265888457,11.371786068513009,11.41542687113756,11.455710688944839,11.495994506752117,11.532921339742122,11.569848172732128,11.605096513313496,11.640344853894865,11.67223620965896,11.705806057831692,11.732661936369878,11.7611963073167,11.791409170672159,11.816586556801708,11.841763942931257,11.866941329060806,11.892118715190355,11.915617608911267,11.937438010223543,11.959258411535819,11.979400320439458,11.99786373693446,12.016327153429463,12.058289463645382,12.117036697947663,12.17242694743267,12.226138704509042,12.27649347676814,12.321812771801328,12.36545357442588,12.410772869459068,12.451056687266346,12.489662012664988,12.52826733806363,12.563515678644999,12.59708552681773,12.630655374990463,12.662546730754558,12.69108110170138,12.719615472648202,12.748149843595025,12.773327229724574,12.798504615854123,12.825360494392308,12.845502403295948,12.86900129701686,12.890821698329136,12.910963607232775,12.929427023727778,12.949568932631417,12.96803234912642,12.988174258030059,13.004959182116425,13.045242999923703,13.103990234225988,13.161058976119632,13.213092240787367,13.261768520637828,13.30540932326238,13.350728618295568,13.392690928511483,13.429617761501488,13.46822308690013,13.505149919890135,13.538719768062867,13.570611123826962,13.602502479591058,13.63103685053788,13.657892729076066,13.683070115205615,13.7099259937438,13.733424887464713,13.758602273594262,13.780422674906537,13.800564583810177,13.822384985122453,13.842526894026092,13.860990310521094,13.87777523460746,13.8979171435111,13.913023575188829,13.928130006866558,13.944914930952924,13.960021362630654,13.973449301899747,13.98687724116884,13.998626688029296,14.015411612115662,14.05065995269703,14.106050202182042,14.158083466849776,14.203402761882964,14.25040054932479,14.290684367132068,14.332646677347983,14.372930495155261,14.406500343327993,14.443427176317998,14.47699702449073,14.505531395437552,14.535744258793011,14.567635614557107,14.592813000686656,14.617990386816205,14.64484626535439,14.67002365148394,14.691844052796215,14.71366445410849,14.73380636301213,14.755626764324406,14.774090180819409,14.794232089723048,14.809338521400777,14.824444953078507,14.84290836957351,14.859693293659875,14.873121232928968,14.888227664606697,14.90165560387579,14.918440527962156,14.928511482413976,14.941939421683069,14.955367360952161,14.965438315403981,14.978866254673074,14.987258716716257,14.997329671168076,15.007400625619896
t,0.0,2.0,5.0,7.0,10.0,13.0,15.0,18.0,20.0,23.0,26.0,28.0,31.0,34.0,36.0,39.0,41.0,44.0,47.0,49.0,52.0,55.0,57.0,60.0,62.0,65.0,68.0,70.0,73.0,75.0,78.0,81.0,83.0,86.0,89.0,91.0,94.0,96.0,99.0,102.0,104.0,107.0,110.0,112.0,115.0,117.0,120.0,123.0,125.0,128.0,131.0,133.0,136.0,138.0,141.0,144.0,146.0,149.0,151.0,154.0,157.0,159.0,162.0,165.0,167.0,170.0,172.0,175.0,178.0,180.0,183.0,186.0,188.0,191.0,193.0,196.0,199.0,201.0,204.0,207.0,209.0,212.0,214.0,217.0,220.0,222.0,225.0,228.0,230.0,233.0,235.0,238.0,241.0,243.0,246.0,249.0,251.0,254.0,256.0,259.0,262.0,264.0,267.0,269.0,272.0,275.0,277.0,280.0,283.0,285.0,288.0,290.0,293.0,296.0,298.0,301.0,304.0,306.0,309.0,311.0,314.0,317.0,319.0,322.0,325.0,327.0,330.0,332.0,335.0,338.0,340.0,343.0,346.0,348.0,351.0,353.0,356.0,359.0,361.0,364.0,367.0,369.0,372.0,374.0,377.0,380.0,382.0,385.0,387.0,390.0,393.0,395.0,398.0,401.0,403.0,406.0,408.0,411.0,414.0,416.0,419.0,422.0,424.0,427.0,429.0,432.0,435.0,437.0,440.0,443.0,445.0,448.0,450.0,453.0,456.0,458.0,461.0,464.0,466.0,469.0,471.0,474.0,477.0,479.0,482.0,485.0,487.0,490.0,492.0,495.0,498.0,500.0,503.0,505.0,508.0,511.0,513.0,516.0,519.0,521.0,524.0,526.0,529.0,532.0,534.0,537.0,540.0,542.0,545.0,547.0,550.0,553.0,555.0,558.0,561.0,563.0,566.0,568.0,571.0,574.0,576.0,579.0,582.0,584.0,587.0,589.0,592.0,595.0,597.0,600.0,603.0,605.0,608.0,610.0,613.0,616.0,618.0,621.0,623.0,626.0,629.0,631.0,634.0,637.0,639.0,642.0,644.0,647.0,650.0,652.0,655.0,658.0,660.0,663.0,665.0,668.0,671.0,673.0,676.0,679.0,681.0,684.0,686.0,689.0,692.0,694.0,697.0,700.0,702.0,705.0,707.0,710.0,713.0,715.0,718.0,721.0,723.0,726.0,728.0,731.0,734.0,736.0,739.0,742.0,744.0,747.0,749.0,752.0,755.0,757.0,760.0,762.0,765.0,768.0,770.0,773.0,776.0,778.0,781.0,783.0,786.0,789.0,791.0,794.0,797.0,799.0,802.0,804.0,807.0,810.0,812.0,815.0,818.0,820.0,823.0,825.0,828.0,831.0,833.0,836.0,839.0,841.0,844.0,846.0,849.0,852.0,854.0,857.0,860.0,862.0,865.0,867.0,870.0,873.0,875.0,878.0,880.0,883.0,886.0,888.0,891.0,894.0,896.0,899.0,901.0,904.0,907.0,909.0,912.0,915.0,917.0,920.0,922.0,925.0,928.0,930.0,933.0,936.0,938.0,941.0,943.0,946.0,949.0,951.0,954.0,957.0,959.0,962.0,964.0,967.0,970.0,972.0,975.0,978.0,980.0,983.0,985.0,988.0,991.0,993.0,996.0,998.0,1001.0,1004.0,1006.0,1009.0,1012.0,1014.0,1017.0,1019.0,1022.0,1025.0,1027.0,1030.0,1033.0,1035.0,1038.0,1040.0,1043.0,1046.0,1048.0,1051.0,1054.0,1056.0,1059.0,1061.0,1064.0,1067.0,1069.0,1072.0,1075.0,1077.0,1080.0,1082.0,1085.0,1088.0,1090.0,1093.0,1096.0,1098.0,1101.0,1103.0,1106.0,1109.0,1111.0,1114.0,1116.0,1119.0,1122.0,1124.0,1127.0,1130.0,1132.0,1135.0,1137.0,1140.0,1143.0,1145.0,1148.0,1151.0,1153.0,1156.0,1158.0,1161.0,1164.0,1166.0,1169.0
